genome_id_1	genome_id_2	identity_percent	coverage_percent	method	evidence_source	notes
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_K82P1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_K8PH128	78.218	0.227	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_K9PH25C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_M12a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_M5a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_M5b	68.622	0.538	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_P4a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_P4b	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_S10a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_S11a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_S13a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_S13b	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_S13c	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_S13d	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_S13e	88.060	0.281	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_S13f	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_S6a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_S8a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_S8b	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_S8c	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1p	phagehostlearn_2024_phage_S9a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_A1r	96.889	94.246	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_A2a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_A2a_b	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_A2b	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_A3a	74.419	0.285	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_A3b	77.519	0.285	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_A3c	75.194	0.285	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_A3d	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_D7a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_D7b	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_D7c	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K10PH82C1	75.540	0.307	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K11PH164C1	75.194	0.285	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K12P1_1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K13PH07C1L	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K13PH07C1S	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K14PH164C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K15PH90	89.821	81.455	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K16PH164C3	68.269	0.231	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K17alfa61	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K17alfa62	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K18PH07C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K1PH164C1	90.816	84.323	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K2064PH2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K2069PH1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K21lambda1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K23PH08C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K25PH129C1	91.617	83.360	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K27PH129C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K28PH129	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K29PH164C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K2PH164C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K2PH164C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K2alfa62	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K30lambda2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K32PH164C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K33PH14C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K34PH164	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K35PH164C3	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K39PH122C2	92.014	86.837	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K40PH129C1	87.255	82.287	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K43PH164C1	76.744	0.287	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K45PH128C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K46PH129	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K48PH164C1	75.969	0.285	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K49PH164C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K50PH164C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K51PH129C1	89.505	83.620	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K52PH129C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K53PH164C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K54lambda1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K54lambda2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K56PH164C1	73.984	0.274	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K57lambda1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K58PH129C2	67.811	0.487	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K60PH164C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K61PH164C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K62PH164C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K63PH128	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_A1q	phagehostlearn_2024_phage_K65PH164	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
