record_type	genome_id	accession	source	isolation_host	host_species	host_strain	country	year	phage_lifestyle	genome_length	gc_percent	K_type	O_type	ST	AMR_markers	virulence_markers	raw_sequence_path	notes
host	phagehostlearn_2024_host_ERS686709	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS686709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS686709.fasta	source_id=ERS686709; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS686709.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS686710	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS686710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS686710.fasta	source_id=ERS686710; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS686710.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS686711	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS686711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS686711.fasta	source_id=ERS686711; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS686711.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS701896	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS701896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS701896.fasta	source_id=ERS701896; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS701896.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS702127	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS702127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS702127.fasta	source_id=ERS702127; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS702127.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS702128	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS702128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS702128.fasta	source_id=ERS702128; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS702128.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS702129	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS702129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS702129.fasta	source_id=ERS702129; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS702129.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS702130	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS702130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS702130.fasta	source_id=ERS702130; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS702130.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS702131	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS702131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS702131.fasta	source_id=ERS702131; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS702131.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS702132	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS702132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS702132.fasta	source_id=ERS702132; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS702132.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS702133	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS702133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS702133.fasta	source_id=ERS702133; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS702133.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS706552	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS706552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS706552.fasta	source_id=ERS706552; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS706552.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS706553	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS706553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS706553.fasta	source_id=ERS706553; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS706553.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS706554	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS706554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS706554.fasta	source_id=ERS706554; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS706554.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS706555	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS706555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS706555.fasta	source_id=ERS706555; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS706555.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS706556	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS706556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS706556.fasta	source_id=ERS706556; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS706556.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS715399	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS715399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS715399.fasta	source_id=ERS715399; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS715399.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS715400	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS715400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS715400.fasta	source_id=ERS715400; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS715400.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS715401	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS715401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS715401.fasta	source_id=ERS715401; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS715401.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS715409	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS715409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS715409.fasta	source_id=ERS715409; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS715409.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS715410	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS715410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS715410.fasta	source_id=ERS715410; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS715410.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS715468	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS715468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS715468.fasta	source_id=ERS715468; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS715468.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS715469	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS715469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS715469.fasta	source_id=ERS715469; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS715469.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS715470	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS715470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS715470.fasta	source_id=ERS715470; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS715470.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS715471	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS715471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS715471.fasta	source_id=ERS715471; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS715471.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS715472	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS715472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS715472.fasta	source_id=ERS715472; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS715472.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS715473	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS715473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS715473.fasta	source_id=ERS715473; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS715473.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_ERS718583	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	ERS718583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/ERS718583.fasta	source_id=ERS718583; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/ERS718583.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
